Pedidos e respostas,Órgão,Ano,Assunto,Decisão,Veredito
"Prezados, Para o caso específico do último concurso realizado pelo INPI, pergunta-se: Para um dado cargo de pesquisador, foram reservadas 4 vagas, sendo 3 para Ampla Concorrência (AC) e 1 para cota (CO) reservada a candidato negro. Assim sendo, a lista final de aprovados, somado o cadastro de reserva, foi composta por 18 pessoas (14 AC e 4 CO). Não houve aprovados na condição de deficientes. 1. Para o caso particular dos 4 cotistas aprovados não assumirem a vaga a eles destinada (seja por pedido de colocação no final de fila, por desistência ou por não apresentação), a vaga destinada a Cotas será revertida para Ampla Concorrência? Gostaria de confirmar isto, pois está descrito no item 6.1.7.1 do respectivo edital, como a seguir: 6.1.7.1 Na hipótese de não haver candidatos negros aprovados em número suficiente para que sejam ocupadas as vagas reservadas, as vagas remanescentes serão revertidas para ampla concorrência e serão preenchidas pelos demais candidatos aprovados, observada a ordem de classificação no concurso. 2. Também, gostaria de confirmar: o pedido de final de fila feito por um cotista em uma pequena lista, como a exemplificada anteriormente, o deixa em uma lista única junto com os aprovados em Ampla Concorrência, não é isso? Não há duas lista de final de fila, correto? Grato pela atenção. ;08/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2630356;Outros em Industria; ; ;19/07/2016;Prezado Sr. Nadson, o SIC não responde consulta, situação na qual o cidadão deseja receber do Poder Público um pronunciamento sobre uma condição hipotética ou concreta. Seu pedido é uma consulta, não é um pedido de acesso à informação. Porém, hoje, dia 19/07/2016, foi publicado no site do INPI a seguinte notícia: Concursados, carreira e protocolo Pimentel afirmou que está negociando, com o apoio do MDIC, a contratação de mais 70 servidores concursados para a Diretoria de Patentes, se possível ainda para agosto deste ano. O Ministério também está se empenhando na reestruturação da carreira do INPI, o que foi reforçado em reunião com o ministro Marcos Pereira na semana passada. Atenciosamente, Guilherme Eirado Ouvidor Autoridade de Monitoramento do SIC ;Não se trata de solicitação de informação;",,,,,1
"Solicito informações sobre a situação do CONCURSO PÚBLICO PARA PROVIMENTO DE VAGAS EM CARGOS DO PLANO DE CARREIRAS DE CIÊNCIA E TECNOLOGIA NAS CARREIRAS DE PLANEJAMENTO, GESTÃO E INFRAESTRUTURA E DESENVOLVIMENTO TECNOLÓGICO, EDITAL Nº - 4, DE 13 DE OUTUBRO DE 2014, realizado pela Fundação Professor Carlos Augusto Bittencourt (FUNCAB), conforme abaixo discriminado: - Validade do concurso, - Prazo para expirar a validade do concurso, - Candidatos aprovados e convocados para tomar posse no cargo TECNOLOGISTA JÚNIOR - L - I - MINISTÉRIO DA SAÚDE - NÍVEL SUPERIOR (código M17), tanto em ampla concorrência quanto em cotas (negros), ;09/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2695766;Outros em Saúde; ; ;29/07/2016;Prezada Sra. Danúbia, Segue em arquivo anexo as informações solciitadas, tendo em vista a configuração do documento. Atenciosamente, Coordenação-Geral de Gestão de Pessoas/Subsecretaria de Assuntos Administrativos Autoridade a ser direcionado eventual recurso de 1ª instância: Secretária Executiva Prazo para interposição do recurso de 1ª instância: 10 dias. ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Considerando que o SIGAA UFPI coleta as informações referentes a cor ou raça dos alunos da instituição, solicito essas informações sobre os graduandos do curso de curso de Direito da UFPI, para pesquisa sobre o acesso dos negros (pretos e pardos) a esse curso da UFPI.;15/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;2696693;Acesso à informação; ; ;19/08/2016;Lucas bom dia Segue em anexo, resposta da sua solicitação. Att. e-sic;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Solicito os dados referentes a cor ou raça dos docentes das instituições federais de ensino superior, para efetuar pesquisa sobre a representação dos negros (pretos e pardos) entre os docentes dessas instituições.;15/08/2016;Não;Sim;Pelo sistema (com avisos por email);Internet;2696693;Educação Superior; ; ;01/08/2016;Prezado (a) Senhor (a), Em atendimento ao pedido de informação registrado sob o protocolo nº 23480013326201612, segue resposta elaborada pela unidade responsável: As informações que deseja encontrará na Sinopse Estatística da Educação Superior 2014, último ano disponível, em http://portal.inep.gov.br/superior-censosuperior-sinopse . Tem-se também para download, os arquivos com os Microdados do Censo da Educação Superior, 1995 a 2014. Estes arquivos possuem um conjunto de diretórios, a saber: Leia-me, Filtros, Dados, Anexo. No Leia-me terá o passo-a-passo para leitura do arquivo com os dados do censo e quais softwares utilizar, além do dicionário das variáveis. Para checar os dados extraídos, favor consultar a Sinopse Estatística da Educação Superior, em http://portal.inep.gov.br/superior-censosuperior-sinopse . Caso queira solicitar mais informações, é necessário registrar nova demanda no e-SIC, para que corram os prazos de atendimento previstos pela Lei de Acesso à Informação. Quando for negado o pedido de acesso à informação, o Decreto nº 7.724, de 16 de maio de 2012, estabelece que se resguarda ao interessado a possibilidade de apresentar recurso, no prazo de 10 (dez) dias. Em relação à presente demanda, o recurso será direcionado ao dirigente da DIRETORIA DE ESTATÍSTICAS EDUCACIONAIS - DEED do Inep. Atenciosamente, Serviço de Informação ao Cidadão – SIC-Inep Ouvidoria do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira Setor de Indústrias Gráficas, quadra 04, lote 327 Edifício Villa Lobos – Sede do Inep, térreo CEP: 70610-908 – Brasília/DF e-SIC: http://www.acessoainformacao.gov.br/sistema/ ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Solicito os dados de cor ou raça dos servidores do Itamaraty, para efetuar pesquisa sobre a representação dos negros (pretos e pardos) nesse órgão.;25/08/2016;Sim;Não;Pelo sistema (com avisos por email);Internet;2696693;Acesso à informação; ; ;22/08/2016;Prezado Senhor, O Ministério das Relações Exteriores não possui a informação solicitada. Os dados requeridos passaram a ser informados pelos servidores à unidade de recursos humanos deste Ministério apenas recentemente, após a promulgação a Lei nº 12.990, de 9 de junho de 2014. Nos termos do art. 21 do Decreto n° 7.724, de 16 de maio de 2012, eventual recurso sobre esta resposta deve ser dirigido à Senhora Subsecretária-Geral do Serviço Exterior, no prazo de 10 dias, a contar da data desta Decisão. Atenciosamente, PAULA ALVES DE SOUZA Diretora do Departamento do Serviço Exterior Subsecretaria-Geral das Comunidades Brasileiras no Exterior Ministério das Relações Exteriores;Informação Inexistente;",,,,,1
"Prezados, boa tarde! Verifiquei que houve um ERRO no edital de retificação do concurso Técnico Administrativo 2016 da UFMG. Embora tenha enviado diversos e-mails e ligado varias vezes para o setor responsável pelo concurso dentro da Universidade, infelizmente não obtive nenhuma resposta. Na publicação(que segue anexa)as vagas para o cargo Assistente em Administração, constam 9 vagas para ampla concorrência e 10 vagas reservadas a negros. Tal informação não é possível, pois infringe a Lei 12.990/2014, que reserva aos negros 20% das vagas oferecidas no concurso. Nem mais, nem menos! Como são 24 vagas para o cargo de Assistente em Administração, o correto seriam 5 vagas reservadas para negros, já que o § 2o da citada Lei determina que: Na hipótese de quantitativo fracionado para o número de vagas reservadas a candidatos negros, esse será aumentado para o primeiro número inteiro subsequente, em caso de fração igual ou maior que 0,5 (cinco décimos), (...) . Neste caso, e considerando 10% das vagas para pessoas portadoras de deficiência, pelo menos 17 vagas devem ser destinadas a AMPLA CONCORRÊNCIA, do contrario se estará realizando um ato discriminatório contra aqueles que não possuem qualquer cota em seu favor, e querem tão somente concorrer em pé de igualdade nos concursos federais. Solicito por gentileza URGENTE correção e esclarecimento. Grata desde já. Juliana Dutra;26/08/2016;Sim;Não;Pelo sistema (com avisos por email);Internet;2697762;Conduta Docente; ; ;27/02/2019;Em contato com a solicitante, entendemos que as informações não são mais de seu interesse, devido ao tempo transcorrido. O SIC UFMG se coloca à disposição pra outras demandas que existirem.;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Boa tarde, solicito a informação de quantos enfermeiros assistenciais tomaram posse no concurso 2015 HC UFG realizado pela EBSERH, destes quantos estão em exercício.;22/08/2016;Não;Sim;Pelo sistema (com avisos por email);Internet;2629221;Outros em Saúde; ; ;01/08/2016;Prezado senhor em resposta sua solicitação, segundo a DivGP foram convocados 08 enfermeiros assistenciais, porém somente cinco estão em exercício conforme abaixo especificado: Ampla Concorrência: 5 convocados 3 estão em exercício 1 não compareceu 1 pediu demissão Negros e Pardos: 2 convocados 2 estão em exercício PCD: 1 convocado 1 está em exercício att Ouvidoria ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Boa tarde,solicito a informação de quantos enfermeiros assistenciais tomaram posse no concurso 2015 HC UFG realizado pela EBSERH, destes quantos estão em exercício.;22/08/2016;Não;Sim;Pelo sistema (com avisos por email);Internet;1328236;Outros em Saúde; ; ;01/08/2016;Prezada senhora, em resposta sua solicitação, segundo a DivGP foram convocados 08 enfermeiros assistenciais, porém somente cinco estão em exercício conforme abaixo especificado: Ampla Concorrência: 5 convocados 3 estão em exercício 1 não compareceu 1 pediu demissão Negros e Pardos: 2 convocados 2 estão em exercício PCD: 1 convocado 1 está em exercício att Ouvidoria ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
"Olá! Em relação às cotas raciais: 1 - Solicito, por gentileza, o total de alunos, por raça, em cada um dos cursos da instituição, da data de início da implementação das cotas raciais até hoje (ano a ano) 2 - Solicito o número de alunos aprovados por cotas raciais, ano a ano, por curso, desde o início da implementação das cotas na universidade. 3 - Solicito também o número total de alunos desses cursos, para efeito comparativo, também ano a ano e por curso. 4 - Solicito lista com o nome de todos os alunos aprovados por cota no 1º exame realizado pela universidade em que isto foi possível. 5 - Solicito, por fim, o número total de sindicâncias instauradas para apurar possíveis fraudes em aprovações por cota, ano a ano, indicando quantas, de fato, resultaram em punição ao aluno (indicando a punição aplicada). Obrigado!;22/08/2016;Não;Não;Pelo sistema (com avisos por email);Internet;1309345;Educação Superior; ; ;04/08/2016;Prezado, A UFRR ainda está implementando a identificação dos alunos por cor/raça no sistema integrado de gestão, Ainda não temos como identificar a quantidade de alunos negros, pardos e indígenas. Quanto às cotas, a UFRR tem como informar a quantidade de alunos ingressantes por meio das cotas que são: baixa renda, escola pública, e autodeclarado (preto, pardo ou indígena). Quanto aos alunos indígenas, a UFRR tem como informar a quantidade de alunos dos cursos do Instituto de formação superior indígena, e os alunos que ingressaram por meio de vagas especiais nos demais cursos destinadas aos indígenas. A UFRR não apresenta alunos APROVADOS por ano, e sim, por disciplina, com exceção dos cursos de enfermagem e medicina, cuja trajetória acadêmica é composta de aprovação em módulos. E também como as cotas iniciaram no ano de 2013, não é possível ainda saber a quantidade desses alunos DIPLOMADOS. Quanto à sindicância desta natureza, nunca houve nesta instituição. Em caso de recurso a este pedido, pedimos reformulação de acordo com os esclarecimentos prestados. Segue em anexo resolução de instituição de cotas na UFRR. À disposição.;Informação Inexistente;",,,,,1
"Solicito, por gentileza, o número total de sindicâncias instauradas para apurar possíveis fraudes em aprovações de alunos por cotas raciais, ano a ano, indicando quantas, de fato, resultaram em punição ao aluno ( favor indicar também qual foi a punição aplicada). Se possível, enviar cópia das sindicâncias (não é necessário informar nome nem dados pessoais dos alunos) Obrigado! ;01/09/2016;Sim;Não;Pelo sistema (com avisos por email);Internet;1309345;Proteção e Benefícios ao Trabalhador; ; ;16/09/2016;Prezado Solicitante, Transcrevemos abaixo o conteúdo da resposta ao pedido de informação pública ora apresentado a esta Universidade de Brasília. Cabe ressaltar que este conteúdo foi disponibilizado pela área competente detentora da informação. Em atenção à demanda informo que foi realizada investigação no ano de 2007 que culminou em anulação de homologação de inscrição no sistema de cotas para negros. A cópia pode ser disponibilizada conforme o art. 12 da Lei 12.527/2011. Informo que nas cópias serão resguardados os dados pessoais do investigado.Ressalto que tal processo encontra-se arquivado no Arquivo Central da UnB. Atenciosamente, Serviço de Informação ao Cidadão - SIC/UnB Campus Universitário Darcy Ribeiro Prédio da Biblioteca Central, 2º pavimento, sala A1 - 09/41 CEP.: 70910 900 Brasília DF Brasil Fone/Fax: +55 61 3107 2710 ;Acesso Concedido;Resposta solicitada inserida no Fala.Br",,,,,1
