,C,pedido,cluster,validation
28,T029,quantos cargos de técnico bancário existem nas unidades de apiaí itararé _e_ itapeva polo de sp itapeva sp14 destes cargos quantos estão ocupados _e_ quantos estão vagos dos cargos ocupados existe algum que _não_ foi preenchido por _meio_ de concurso_público quantas mortes aposentadorias demissões exonerações ocorreram para o cargo de técnico bancário no polo de itapeva sp14 durante o _período_ de 15 de _junho_ de 2014 até hoje existem pessoas terceirizadas temporários exercendo as atividades referentes ao cargo de técnico bancário nas unidades do polo itapeva sp14 _se_ sim quantos quantas agências foram inauguradas durante o _período_ de 15 de _junho_ de 2014 até hoje na região do polo de itapeva sp14 qual o _número_ ideal de funcionários exercendo o cargo de técnico bancário em cada nova agencia dos candidatos convocados para o cargo de técnico bancário para o polo de itapeva sp14 em razão do concurso realizado pelo edital n 1 caixa de 22 de _janeiro_ de 2014 quantos ainda estão em exercendo o cargo neste polo a caixa_econômica federal fez alguma contratação por _meio_ de licitação de serviços para exercerem atividades administrativas atendimento aos clientes _e_ ao público em geral realizando operações diversas executando atividades bancárias _e_ administrativas incluindo a comercialização de produtos _e_ serviços efetivação de cálculos _e_ controles numéricos inserção _e_ _consulta_ de _dados_ em sistemas operacionais informatizados bem como realização de operações de caixa contribuição para a realização de negócios alcance de metas ou realizando trabalhos para o desempenho da unidade _e_ a satisfação dos clientes internos _e_ externos durante o _período_ de 15 de _junho_ de 2014 até hoje a caixa_econômica federal fez alguma renovação de contratação por _meio_ de licitação de serviços para exercerem atividades administrativas continua no anexo,Temer_01,Q2: Private-Political
29,T030,prezados as senhores as venho através deste canal buscar orientação _e_ o recebimento do meu extrato como contribuinte do inss até o _ano_ vigente objetivo _e_ saber _se_ todas as empresas que trabalhei fez o repasse a previdência_social assim saber _se_ estou em _dia_ _e_ ou _se_ constam pendências para que eu possa estar realizando a _consulta_ de quantos _anos_ devo prestar as contribuições para devida aposentadoria sem mais atenciosamente maria das graças p fraga,Temer_01,Q1: Public-Political
30,T031,gostaria de ter a discriminação geral dos gastos com pagamentos de benefícios pelo inss em percentuais a como _se_ divide o pagamento de benefícios em percentuais para o regime geral _e_ regime próprio quanto _se_ paga em percentuais para cada um b qual é o percentual entre homens _e_ mulheres que recebem benefícios _c_ qual é o percentual que _se_ paga a pessoas que cumpriram todos os requisitos para _se_ aposentar ou seja a aposentadoria clássica dessa fatia qual o percentual entre homens _e_ de mulheres d do restante dos pagamentos como _se_ dividem em percentuais por exemplo qual o percentual de pagamentos por invalidez pensão por morte auxílio doença auxílio reclusão aposentadoria por idade,Temer_01,Q1: Public-Political
31,T032,bom _dia_ eu _e_ minha mãe estamos lutando na justiça onde a _resposta_ foi negativa referente a um seguro habitacional da caixa economica para quitar a _parte_ dela num imovel em que pagamos juntas na época o valor dela a ser abatido era de 6 000 mais ou menos hoje provavelmente _não_ pois todos esses _anos_ paguei parcela integral injustamente minha mãe sofreu acidente de trabalho onde fraturou femur coluna em dois lugares _e_ perdeu a visão esquerda com a direita tendo _parte_ comprometida tem duas fraturas na bacia vive comigo pois sou filha única _e_ ela é divorciada gastamos muito com medicamentos o mesmo posso comprovar na farmácia onde temos conta enfim a seguradora a principio negou o direito colocando a _questão_ da osteoporose que _não_ validou pois a doença ocorreu depois da assinatura do _não_ obtendo exito contratou um perito para examinala sendo que a mesma passou por varias pericias do inss assegurando o seu direito além de achar um desrespeito com os peritos do inss pessoas capacitadas para determinar uma aposentadoria dessa _forma_ acho um desrespeito com minha mãe em priva la do seu direito de cidadã desse modo a seguradora em sua sentença diz que a invalidez dela é parcial pergunta invalidez permanente parcial tendo em vista todas as sequelas que a mesma tem sem poder sair de casa faz _uso_ de muleta precisa dos meus cuidados _não_ abaixa _não_ levanta a perna _não_ enxerga vive dopada de remédios nos mais peço encarecidamente que me ajudem a seguradora pede uma carta de aposentadoria total como consigo essa carta podem agendar para ela _não_ temos o que temer pois onde a verdade impera isso _não_ existe _e_ como faço para que eles me devolvam as parcelas pagas indevidamente fui acometida por cancer _ano_ retrasado _e_ tambem _não_ sei dos meus direitos obrigada deus abençoe você que está lendo essa mensagem _e_ que te ilumine para me ajudar,Temer_01,Q2: Private-Political
32,T033,meu n de inscrição de segurado junto ao inss iniciei uma inscrição cadastral junto a previdência_social para recolhimento de contribuição como contribuinte individual _e_ recebi uma _informação_ de que existe uma inscrição com meu cpf preciso do numero registrado junto à previdência em meu nome,Temer_01,Q2: Private-Political
33,T034,quantos cargos de técnico bancário existem nas agencias da caixa_econômica federal cef na _cidade_ de campo grande ms o cargo de técnico bancário nas agencias da caixa_econômica federal na _cidade_ de campo grande quantos estão ocupados _e_ quantos estão vagos no cargo de técnico bancário nas agencias da caixa_econômica federal na _cidade_ de campo grande ms existe algum que _não_ foi preenchido por _meio_ de concurso_público quantas mortes aposentadorias demissões exonerações para o cargo de técnico bancário nas agencias da caixa economica federal na _cidade_ de campo grande ms até _momento_ existem pessoas terceirizadas temporários exercendo as atividades referentes ao cargo de técnico bancário nas agencias da cef em campo grande ms _se_ sim quantos quantas agências da caixa_econômica federal na _cidade_ de campo grande ms foram inauguradas entre 01 de _julho_ de 2014 até o _momento_ qual é o _número_ ideal de funcionários exercendo o cargo de técnico bancário nas agencias da caixa_econômica federal na _cidade_ de campo grande ms dos candidatos convocados para o cargo de técnico bancário para a _cidade_ de campo grande em razão do concurso realizado pelo edital _número_ 001 2014 22 01 14 quantos ainda estão exercendo o cargo na _cidade_ de campo grande ms a caixa_econômica federal fez alguma contratação por _meio_ de licitação de serviços para exercerem atividades de técnico bancário atividade burocrática _e_ administrativa como venda de serviços _e_ produtos que o banco oferece abertura de contas consórcios seguros _e_ planos de investimento durante o _período_ de 01 de _julho_ de 2014 até o _momento_ a caixa_econômica federal fez alguma renovação por _meio_ de licitação de serviços para exercerem as atividades no cargo,Temer_01,Q2: Private-Political
34,T035,gostaria de obter junto a este orgão o extato á qual constam os depósitos de fgts na conta do trabalhador cpf 03396887859 pis 10870855384 feito pelo trabalhador cpf 253814808 14 pátrão porque estou chegando no prazo para pedir minha aposentadoria _e_ _não_ tenho nada para comprovar junto ao inss,Temer_01,Q1: Public-Political
35,T036,bem faz de 01 um ao que estou tentando conseguir o cartão de crédito do aposentado via banrisul pelo fato de receber nesse banco estranho que para eles aparece um limite de cartão de ou r 7 000 00 só que todas as _vezes_ que eles encaminham o pedido ele é negado diante de tantas recusas fui no inss posto de viamão onde resido para questionar disseram que _não_ é com eles gostaria de entender o por quê da recusa _se_ tenho direito como qualquer aposentado sou aposentada pelo inss por _tempo_ de contribuição _e_ _tempo_ de serviço meu benefício é _parte_ do inss _e_ outra complementação por _parte_ da rffsa valec que receberei até morrer n benefício 1351574920,Temer_01,Q1: Public-Political
36,T037,já tenho a senha do cnis fornecida pelo posto do inss como faço para acessar as contribuições a previdência_social para efeito de aposentadoria obrigado,Temer_01,"Based on the information provided in the input, I would classify it under Q1: Public-Political."
37,T038,olá boa noite gostaria de saber o seguinte referente as pericias pente fino a quantos beneficiários serão chamados b qual o valor que será gasto pelo inss pelo pagamento do bônus de 60 reais por perícia aos médicos do inss durante os _anos_ 2016 _e_ 2017 _c_ _relação_ de todos dos nomes de todos os médicos que participaram das perícias pente fino do horário de trabalho de cada médico gostaria de especificação por agência da previdência_social d por quais motivos o resultado da perícia somente estará disponível no site da previdência_social considerando um segurado que _não_ tenha a possibilidade de _acesso_ a internet _e_ _não_ sabe ler ou escrever como será disponibilizado pelo inss o resultado da pericia _e_ por quais motivos durante a pericia médica do inss o segurado _não_ sabe o nome do médico que vai examiná lo f considerando o resultado da decisão judicial que concedeu o benefício ao segurado _caso_ essa decisão condicione a cessação do benefício pela reabilitação poderá o médico perito modificar a decisão tanto cessado benefício ou transformando em aposentadoria por invalidez _se_ sim quais regras do inss permite essa ampla possibilidade do perito do inss _caso_ seja cessado o benefício como deverá proceder o segurado g em _relação_ ao início das perícias quantos benefícios já foram cessados h quantas perícias já foram feitas _i_ quantos benefícios de auxilio doença foram transformado em aposentadoria por invalidez j aos outros servidores serão pagos ao com bônus como o bônus extra aos peritos do inss _se_ sim qual valor _att_ gilmar otavio _rocha_ de _farias_,Temer_01,Q2: Private-Political
38,T039,gostaria de saber _se_ é possível o aposentado realizar um requerimento via administrativa junto ao inss para que passasse a ser descontado de sua aposentadoria o valor correspondente a pensão alimentícia que deve a sua ex cônjuge na época do divórcio a mulher _não_ tinha conta em banco então a sentença de divórcio homologou que o valor seria pago em mãos mediante recibo agora a mulher já tem conta gostaria de passar a receber por _meio_ da conta só seria possível isso via judicial ou _caso_ o aposentado concorde em fazer o requerimento seria possível também via administrativa direto no inss,Temer_01,Q2: Private-Political
39,T040,solicito as seguintes _informações_ _e_ ou esclarecimentos 1 quais órgãos detém as _informações_ comprobatórias de vínculo empregatício referente à década de 70 _vez_ que as empresas eram do interior do goiás _e_ _não_ estão mais ativas para fins de subsidiar o trabalhador que ingressa com aposentadoria por idade minha sogra foi ao inss _e_ _não_ constam no cnis dois registros de trabalho que estão registrados na ctps relativos aos _anos_ de 73 _e_ 74 2 informar _se_ é possível dois trabalhadores compartilharem o mesmo _número_ nit pois o dela consta atrelado a um rapaz nascido em 1979 ela possui o registro do de trabalho na ctps plenamente legível a rescisão do _e_ comprovante do saque de fgts todos originais _e_ em bom _estado_ de conservação contudo todo o _tempo_ contribuído nesta empresa 1995 a 2002 consta no extrato cnis desse rapaz _e_ _não_ no dela 3 diante da ausência de _informações_ claras _e_ precisas dos diversos órgãos a que fomos encaminhados inss cef receita_federal questiono qual órgão detém a competência legal para regularizar essa situação obrigada,Temer_01,Q2: Private-Political
